prompt_id,method,scale_alpha,file,total_tokens,code_tokens,word_count,code_lines,pass_5_lines,pass_8_lines,pass_10_lines,pass_12_lines,pass_15_lines,syntax_valid
14,Additive vector,0.25,outputs/generations/compare_gemma_max/prompt_14_additive_scale025.txt,71,71,9,31,False,False,False,False,False,False
14,Additive vector,0.5,outputs/generations/compare_gemma_max/prompt_14_additive_scale05.txt,71,71,9,31,False,False,False,False,False,False
14,Additive vector,1.0,outputs/generations/compare_gemma_max/prompt_14_additive_scale10.txt,71,71,9,31,False,False,False,False,False,False
14,Additive vector,2.0,outputs/generations/compare_gemma_max/prompt_14_additive_scale20.txt,71,71,9,31,False,False,False,False,False,False
14,Multiplicative matrix,0.25,outputs/generations/compare_gemma_max/prompt_14_matrix_alpha025.txt,71,27,34,2,True,True,True,True,True,True
14,Multiplicative matrix,0.5,outputs/generations/compare_gemma_max/prompt_14_matrix_alpha05.txt,71,1,9,0,True,True,True,True,True,True
14,Multiplicative matrix,1.0,outputs/generations/compare_gemma_max/prompt_14_matrix_alpha10.txt,71,1,9,0,True,True,True,True,True,True
14,Multiplicative matrix,2.0,outputs/generations/compare_gemma_max/prompt_14_matrix_alpha20.txt,71,1,9,0,True,True,True,True,True,True
14,No steering,0.0,outputs/generations/compare_gemma_max/prompt_14_no_steering.txt,71,71,9,31,False,False,False,False,False,False
15,Additive vector,0.25,outputs/generations/compare_gemma_max/prompt_15_additive_scale025.txt,73,73,11,31,False,False,False,False,False,False
15,Additive vector,0.5,outputs/generations/compare_gemma_max/prompt_15_additive_scale05.txt,73,73,11,31,False,False,False,False,False,False
15,Additive vector,1.0,outputs/generations/compare_gemma_max/prompt_15_additive_scale10.txt,73,73,11,31,False,False,False,False,False,False
15,Additive vector,2.0,outputs/generations/compare_gemma_max/prompt_15_additive_scale20.txt,73,73,11,31,False,False,False,False,False,False
15,Multiplicative matrix,0.25,outputs/generations/compare_gemma_max/prompt_15_matrix_alpha025.txt,73,73,11,31,False,False,False,False,False,False
15,Multiplicative matrix,0.5,outputs/generations/compare_gemma_max/prompt_15_matrix_alpha05.txt,73,73,11,31,False,False,False,False,False,False
15,Multiplicative matrix,1.0,outputs/generations/compare_gemma_max/prompt_15_matrix_alpha10.txt,73,27,52,2,True,True,True,True,True,False
15,Multiplicative matrix,2.0,outputs/generations/compare_gemma_max/prompt_15_matrix_alpha20.txt,73,73,11,31,False,False,False,False,False,False
15,No steering,0.0,outputs/generations/compare_gemma_max/prompt_15_no_steering.txt,73,73,11,31,False,False,False,False,False,False
16,Additive vector,0.25,outputs/generations/compare_gemma_max/prompt_16_additive_scale025.txt,77,77,15,31,False,False,False,False,False,False
16,Additive vector,0.5,outputs/generations/compare_gemma_max/prompt_16_additive_scale05.txt,77,77,15,31,False,False,False,False,False,False
16,Additive vector,1.0,outputs/generations/compare_gemma_max/prompt_16_additive_scale10.txt,77,77,15,31,False,False,False,False,False,False
16,Additive vector,2.0,outputs/generations/compare_gemma_max/prompt_16_additive_scale20.txt,77,77,15,31,False,False,False,False,False,False
16,Multiplicative matrix,0.25,outputs/generations/compare_gemma_max/prompt_16_matrix_alpha025.txt,77,77,15,31,False,False,False,False,False,False
16,Multiplicative matrix,0.5,outputs/generations/compare_gemma_max/prompt_16_matrix_alpha05.txt,77,1,15,0,True,True,True,True,True,True
16,Multiplicative matrix,1.0,outputs/generations/compare_gemma_max/prompt_16_matrix_alpha10.txt,77,1,15,0,True,True,True,True,True,True
16,Multiplicative matrix,2.0,outputs/generations/compare_gemma_max/prompt_16_matrix_alpha20.txt,77,1,15,0,True,True,True,True,True,True
16,No steering,0.0,outputs/generations/compare_gemma_max/prompt_16_no_steering.txt,77,77,15,31,False,False,False,False,False,False
17,Additive vector,0.25,outputs/generations/compare_gemma_max/prompt_17_additive_scale025.txt,75,75,13,31,False,False,False,False,False,False
17,Additive vector,0.5,outputs/generations/compare_gemma_max/prompt_17_additive_scale05.txt,75,75,13,31,False,False,False,False,False,False
17,Additive vector,1.0,outputs/generations/compare_gemma_max/prompt_17_additive_scale10.txt,75,75,13,31,False,False,False,False,False,False
17,Additive vector,2.0,outputs/generations/compare_gemma_max/prompt_17_additive_scale20.txt,75,75,13,31,False,False,False,False,False,False
17,Multiplicative matrix,0.25,outputs/generations/compare_gemma_max/prompt_17_matrix_alpha025.txt,75,75,13,31,False,False,False,False,False,False
17,Multiplicative matrix,0.5,outputs/generations/compare_gemma_max/prompt_17_matrix_alpha05.txt,75,75,13,31,False,False,False,False,False,False
